date,pnl_sum,pnl_mean,side_bias,direction_bias,hedge_rate,usd_volume,avg_price,trade_count,sentiment
2023-03-28,0.0,0.0,1.0,,1.0,477.0,1898.1333333333332,3,Greed
2023-11-14,155.50335699999994,0.1488070401913875,-0.06028708133971292,,1.0,11555429.76,10454.871036222965,1045,Greed
2024-03-09,176965.491774,25.418772159436944,-0.03160011490950876,0.07975460122699386,0.976587187589773,39406770.25,9771.897315360242,6962,Extreme Greed
2024-07-03,158742.378078,22.229712656210616,-0.018344769640106427,0.45420906567992597,0.8486206413667553,21843234.35,2663.1323376477903,7141,Neutral
2024-10-27,3189461.032019,90.50427150248291,-0.1528617235606254,-0.2574972824349383,0.5562271218183366,103947765.09,5367.5032773242565,35241,Greed
2025-02-19,6699925.190574,50.047621894017375,-0.012766021020235899,0.018513789581205312,0.8829918354236541,704158492.98,11102.057977906632,133871,Fear
